         73044 function calls (68463 primitive calls) in 26.472 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      200    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
       40    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/nibabel/filename_parser.py:251(_iendswith)
       60    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/pathlib.py:1164(__new__)
      121    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       20    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/inspect.py:1793(_check_instance)
      254    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
       40    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/numpy/_core/numerictypes.py:289(issubclass_)
       28    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/re/_parser.py:256(match)
      107    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      140    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x936bc0}
       78    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
       85    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
       80    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/nibabel/analyze.py:606(<genexpr>)
       40    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
      182    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      200    0.000    0.000    0.000    0.000 {function DtypeMapper.__getitem__ at 0x7b7af0ea6a20}
      266    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
      200    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
       20    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/nibabel/wrapstruct.py:193(binaryblock)
       80    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.dtype' objects}
      120    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/numpy/linalg/_linalg.py:192(_assert_stacked_2d)
        1    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/glob.py:176(_listdir)
      120    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/numpy/lib/_arraysetops_impl.py:1013(_isin_dispatcher)
        2    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/re/_compiler.py:511(_compile_info)
        7    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/typing.py:1933(_proto_hook)
      220    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
       62    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       80    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/numpy/linalg/_linalg.py:198(_assert_stacked_square)
       60    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       40    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/nibabel/analyze.py:751(get_data_offset)
       20    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
      120    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/numpy/_core/_ufunc_config.py:431(__init__)
      160    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       87    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       21    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/glob.py:142(_iterdir)
        4    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/enum.py:1562(__and__)
       20    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/nibabel/arraywriters.py:687(get_slope_inter)
       68    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/re/_parser.py:168(__getitem__)
      120    0.000    0.000    0.000    0.000 {method '__array_wrap__' of 'numpy.ndarray' objects}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
       20    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/numpy/_core/_dtype.py:24(_kind_name)
       20    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/nibabel/arraywriters.py:183(_needs_nan2zero)
       60    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       80    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/fnmatch.py:74(translate)
     13/4    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/re/_parser.py:178(getwidth)
       80    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/numpy/_core/fromnumeric.py:2606(_all_dispatcher)
       40    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/chenxinpeng/MRXCAT2_python/src/mrxcat2/data/preprocessing.py:207(create_tissue_property_lookup_table)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       60    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       96    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
       20    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/numpy/_core/numeric.py:59(_zeros_like_dispatcher)
       20    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
       30    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/re/_parser.py:261(get)
       40    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.ndarray' objects}
       40    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/numpy/linalg/_linalg.py:1236(_eigvalsh_dispatcher)
       20    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/numpy/_core/fromnumeric.py:3364(_prod_dispatcher)
       20    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/nibabel/arraywriters.py:338(_writing_range)
      106    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        5    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/re/_compiler.py:243(_optimize_charset)
       21    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/glob.py:108(<genexpr>)
        5    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/re/_parser.py:372(_escape)
      100    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/numpy/_core/fromnumeric.py:1624(_squeeze_dispatcher)
      120    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/pathlib.py:560(root)
        2    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/re/_parser.py:98(closegroup)
       12    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/enum.py:1544(_get_value)
       40    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/nibabel/fileholders.py:29(__init__)
       37    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/re/_parser.py:240(__next)
       60    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/numpy/_core/fromnumeric.py:2344(_sum_dispatcher)
        6    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/re/_compiler.py:398(_simple)
       40    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/nibabel/wrapstruct.py:302(__getitem__)
       20    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       16    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/re/_parser.py:176(append)
       20    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/nibabel/fileholders.py:84(same_file_as)
       20    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
      3/2    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/re/_compiler.py:436(_get_literal_prefix)
       40    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/numpy/_core/numeric.py:2345(_isclose_dispatcher)
       20    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/gzip.py:126(__init__)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       23    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/re/_parser.py:164(__len__)
        4    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/enum.py:726(__call__)
        4    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/re/__init__.py:255(escape)
       16    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/re/_parser.py:293(tell)
        1    0.000    0.000    0.000    0.000 <frozen genericpath>:39(isdir)
       40    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/numpy/_core/numeric.py:2249(_allclose_dispatcher)
       40    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/numpy/_core/multiarray.py:757(dot)
        1    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/typing.py:1806(_allow_reckless_class_checks)
        5    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/re/_compiler.py:216(_compile_charset)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:319(decode)
       22    0.000    0.000    0.000    0.000 {built-in method builtins.min}
       40    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/numpy/linalg/_linalg.py:495(_unary_dispatcher)
       60    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/pathlib.py:569(_tail)
       22    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       20    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/numpy/_core/multiarray.py:82(empty_like)
       40    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/numpy/_core/fromnumeric.py:1264(_argmax_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/glob.py:31(iglob)
       40    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/numpy/_core/multiarray.py:560(can_cast)
       20    0.000    0.000    0.000    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
       40    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/nibabel/arraywriters.py:319(_get_slope)
       40    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/numpy/linalg/_linalg.py:1655(_svd_dispatcher)
        3    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/glob.py:223(has_magic)
       21    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/glob.py:230(_ishidden)
       40    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/numpy/_core/multiarray.py:684(result_type)
       20    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/nibabel/nifti1.py:2416(_get_fileholders)
       20    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/numpy/_core/multiarray.py:1101(copyto)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:100(split)
       40    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/nibabel/arraywriters.py:508(_get_inter)
        3    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/re/_parser.py:312(_class_escape)
        1    0.000    0.000    0.000    0.000 <frozen os>:1116(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/typing.py:1824(_lazy_load_getattr_static)
       20    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/gzip.py:135(writable)
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
        2    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/re/_parser.py:449(_uniq)
        1    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/typing.py:1795(_caller)
        2    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/re/_parser.py:86(opengroup)
        2    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/re/_parser.py:231(__init__)
       20    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/typing.py:2182(cast)
        7    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       20    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/nibabel/dataobj_images.py:68(dataobj)
        4    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/re/_compiler.py:467(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        8    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/re/_parser.py:83(groups)
       20    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/numpy/lib/_twodim_base_impl.py:243(_diag_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/re/_parser.py:893(_parse_flags)
       20    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/site-packages/nibabel/arraywriters.py:158(out_dtype)
        2    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       11    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/re/_parser.py:113(__init__)
        3    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        7    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
        4    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/enum.py:1129(__new__)
        1    0.000    0.000    0.000    0.000 /home/chenxinpeng/MRXCAT2_python/src/mrxcat2/data/preprocessing.py:106(<lambda>)
        4    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/re/_compiler.py:570(isstring)
        1    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/contextlib.py:359(__exit__)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        1    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/inspect.py:1809(_shadowed_dict_from_weakref_mro_tuple)
        5    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/re/_compiler.py:31(_combine_flags)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
        2    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        2    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/re/_parser.py:953(fix_flags)
        6    0.000    0.000    0.000    0.000 /home/chenxinpeng/MRXCAT2_python/src/mrxcat2/data/preprocessing.py:136(<genexpr>)
        6    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/re/_parser.py:172(__setitem__)
        5    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/re/_compiler.py:428(_get_iscased)
        1    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/contextlib.py:355(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        2    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/re/_parser.py:77(__init__)
        1    0.000    0.000    0.000    0.000 /home/chenxinpeng/MRXCAT2_python/src/mrxcat2/data/preprocessing.py:107(<lambda>)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:52(normcase)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'generator' objects}
        1    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of 'posix.ScandirIterator' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/glob.py:214(_join)
        1    0.000    0.000    0.000    0.000 /home/chenxinpeng/anaconda3/envs/vos/lib/python3.12/contextlib.py:357(__enter__)


